147,Redux + Redux-Saga / Redux Observable
148,"Styled-components, makeStyles, SASSBackend:"
149,Разработка backend-приложений на Node.js
150,JavaScript и TypeScript
151,"Express.js, Nest.js"
152,"PostgreSQL, TypeORM, Memcached, MongoDB, Redis"
153,"Cluster, WorkerДополнительная информация:"
154,Знаю функциональное и объектно-ориентированное программирование
155,Умеют работать с командной строкой Linux
156,Есть опыт разработки desktop-решения на базе Electron.js
157,Есть опыт разработки мобильного приложения на React Native
158,"Владею Illustrator, Photoshop, Procreate, рисую от руки"
159,‍
160,"Рисую разные типы иллюстраций: для спецпроектов, рекламы, продуктов, упаковки, книг, а также иконки"
161,Могу создать анимацию или моушн-графику в After Effects и Blender
162,"Умею работать с коммерческими заказами, могу подготовить контракт и бюджет проекта"
163,"Разработка, поддержка и оптимизация пайплайнов обработки данных и машинного обучения на Python и Spark"
164,Проработка архитектуры разрабатываемых решений
165,Опыт проектирования аналитических систем хранения и обработки больших данных
166,Знание принципов работы БД (SQL/noSQL) и методологий моделирования
167,Опыт работы с Airflow и другими инструментами для запуска регулярных задач
168,"Опыт с Devops (Docker, Kubernetes) инструментами"
169,Понимание принципов машинного обучения и подготовки данных для ML-приложений
170,Опыт работы с ОС Linux
171,Сбор процессов очистки и валидации данных
172,Опыт работы с ETL-инструментами и сервисами
173,Опыт работы с пакетной и потоковой выгрузкой данных в аналитическое хранилище
174,Разработка витрин данных для бизнес-пользователей аналитики
175,"Опыт работы с Hadoop кластером и HDFS, мониторинг своих приложений"
176,Владение современными парадигмами программирования
177,"Владение принципами SOLID, ООА, понимание чистой архитектуры"
178,Умение проектировать прикладные приложения с базами данных и пользовательским интерфейсом (MPA и SPA)
179,Навык проектирования систем на основе сервисов (SOA) и микросервисов (микросервисная архитектура)
180,"Понимание принципов управления развёртыванием, сопровождением и поддержкой разработанных систем за счёт использования механизмов контейнеризации, логирования, мониторинга и оркестрации"
181,Разработка на языке Go
182,Проектирование микросервисной архитектуры веб-приложений
183,Разработка и конфигурация распределенных приложений для развертывания в Kubernetes-кластере
184,Использование реляционных и нереляционных баз данных
185,Написание поддерживаемого и тестируемого кода
186,Работа в кросс-функциональной команде
187,Понимание принципов CI/CD и опыт использования инструментов для реализации этих принципов
188,"Управление командой и работа со специалистами из смежных областей (архитекторы, инженерами, юристами и т.д.)"
189,Умение писать и составлять проектную документацию
190,"Знание методологий и стандартов проектного менеджмента, в том числе в строительстве"
191,Владение инструментами для управления проектами
192,"Работа с Task Management Systems: Jira, Redmine, Trello"
193,Инструменты для ведения документации Confluence и TestLink
194,"Составление тест-кейсов и чек-листов в Test Rail, TestLink и TestIT"
195,Владение Linux и DEVTools для тестирования web-приложений
196,Работа с Charles Proxy ― инструментом для прокси-трафика
197,"Владение Android Studio, XCode для просмотра логов мобильных приложений, а также сборки билдов"
198,Работа с ADB для просмотра логов мобильных приложений Android. Запуск эмуляторов и симуляторов
199,Программирование в 1С
200,Знание языка запросов и механизмов СКД
201,Умение работать с расширением конфигурации
202,Разработка печатных форм
203,Создание внешних обработок и отчётов
204,Знание типовых механизмов платформы 8.3
205,Изменение типовых конфигураций
206,Интеграция 1С с другими программными продуктами
207,Решение задач периодических расчётов
208,Настройка интерфейсов и прав пользователей
209,"умею работать в Adobe Photoshop, Adobe InDesign, ArchiCAD, 3ds Max+ Corona, Maxon CineRender, DIALux EVO 9"
210,готовлю проекты жилых интерьеров с нуля и веду во время реализации
211,знаю строительные и инженерные нормы и правила
212,"могу подобрать материалы и декор под проект, подготовить его смету и бюджет, вести несколько проектов параллельно"
213,"Знание C#, разработка веб-приложений"
214,"Знание технологий и платформ: NET Core, XML Web-Services, WCF, WPF, MSMQ, AJAX, ASP.NET"
215,Знание принципов структурного объектно-ориентированного программирования
216,Знание платформы .NET Framework и среды разработки Visual Studio
217,"Abstract Factory, Factory Method, Chains of Responsibility, Adapter, Singleton в разрезе DI контейнера"
218,Понимание принципов современной Enterprise-разработки
219,Анализ исходных данных
220,Концептуальное проектирование малого сада
221,Моделирование и визуализация малого сада
222,Графическая подача проекта
223,Разработка и оформление эскизного проекта и рабочей документации
224,Презентация проекта клиенту
225,Формирование бюджета проекта
226,Разрабатываю модули для блокчейн-систем
227,"Работаю с сетями Bitcoin, Ethereum, есть опыт разработки смарт-контрактов сетей Ethereum, Tendermint"
228,Разбираюсь в основах криптографии
229,"Знаю принципы работы P2P-сетей, умею работать с децентрализованными системами на сетевом уровне"
230,"Работаю с корпоративными блокчейн-системами, например Hyperledger"
231,"Понимаю, как работают протоколы консенсуса и атаки на них"
232,Знаю подходы к масштабированию систем распределённого реестра
233,"Git, Linux, bash, SQL/noSQL"
234,"Python, библиотеки для анализа данных и визуализации: NumPy, Matplotlib, pandas, Scikit-learn"
235,"Статистический анализ, анализ данных клинических исследований на R и Python"
236,Применение алгоритмов машинного обучения на Python
237,"Фреймворки для нейронных сетей: Keras, TensorFlow, PyTorch"
238,Обработка естественного языка с помощью Python в медицине
239,"Обработка медицинских данных: табличных данных, временных рядов"
240,Применение компьютерного зрения для решения медицинских задач
241,"Разработка образовательных программ, тренингов и семинаров"
242,"Поиск, подбор и проведение интервью на выбранные позиции"
243,Формирование системы материальных поощрений
244,Построение стратегии внутренние коммуникации
245,Построение дэшбордов по релевантным HR метрикам
246,Использование C++ на практике
247,Основы JNI и использование комбинации С++ и Java(Base)
248,Использование комбинации Objective-C и С++ (Base)
249,Использование и прототипирование на Blueprints
250,Настройка реальных проектов на Git
251,Разработка игр на Unreal Engine 4
252,Внедрение Native IOS / Android в С++ проекты
253,Разработка собственных инструментов на Unreal Engine 4
254,Решение проблем нестандартными способами
255,Написание поддерживаемого кода
256,Написание кросс-платформенных wrappers
257,"Понимание Unreal Engine 4, разработка собственных проектов в системе"
258,"знание инструментов Figma, Tilda, Zoom, Miro, Trello, Notion"
259,расчет Unit-экономики продукта
260,умение создавать MVP и тестировать гипотезы
261,умение просчитывать бизнес-модель продукта
262,"умение работать с кроссфункциональной командой (дизайнеры, разработчики, маркетологи, проджект-менеджеры)"
263,Верстаю сайты и владею адаптивной версткой.
264,Создаю одностраничные приложения
265,"Работаю с HTML и CSS, Node.js"
266,Владею инструментами для модульной сборки
267,Parcel и Webpack
268,"Использую Vue.js и основных библиотек его экосистемы, разрабатываю компоненты на Vue.js"
269,Работаю с библиотекой ReactJS
270,Использую концепцию Flux с применением библиотек Redux
271,Навыки программирования на C/ C++
272,"Знание алгоритмов и структур данных, в том числе STL"
273,Сетевое программирование
274,Основы разработки графического интерфейса во фреймворке Qt
275,Работа с системой контроля версий Git
276,Управление компиляцией
277,Навыки использования шаблонов проектирования
278,Владение игровым движком Unreal Engine 4
279,Базовые навыки командной работы
280,"Пишу сюжет, простые тексты и диалоги"
281,Создаю игровую документацию
282,Рассчитываю баланс систем с вероятностями
283,Строю монетизацию и экономику игры
284,Владею Google Spreadsheets\MS Excel
285,Строю игровой интерфейс и создаю уровни
286,Провожу подробный анализ механик
287,"Владею UE4, Unity и Blueprints на базовом уровне"
288,Провожу препродакшен игры
289,"Анализ продукта, рынка и целевой аудитории"
290,Разработка стратегии рекламных кампаний
291,Бюджетирование и запуск рекламных кампаний
292,Аналитика и оценка эффективности рекламных кампаний
293,Контроль и оптимизация рекламных бюджетов
294,"Парсер для сайта. Он собирает информацию, которую вы потом сможете анализировать и использовать в работе"
295,Инструмент для управления файлами
296,"Telegram-бот. С его помощью можно автоматизировать бизнес-процессы, например заказ командировки"
297,"Поиск уязвимостей на клиентской части веб-приложений, эксплуатация клиентских уязвимостей и их защита"
298,"Поиск server-side-уязвимостей, понимание особенностей Bug Bounty"
299,"Взлом беспроводных сетей, обеспечение безопасности в них"
300,"Реверс приложений, поиск и эксплуатация бинарных уязвимостей"
301,Методы математической статистики
302,Методы машинного обучения
303,Навыки визуализации данных
304,Создание дашбордов
305,Планирование и проведение исследований
306,Подготовка отчетов по проведенным исследованиям
307,Программирование на Java
308,Знание Java Enterprise Edition
309,Создание приложений с помощью Spring Framework
310,"Базовые знания верстки: HTML, CSS, Bootstrap"
311,"Работа с базами данных  SQL, PostgreSQL"
312,Навыки автоматизированного тестирования кода
313,Знание принципов ООП и паттернов проектирования
314,Навыки программирования на C#
315,Знание Unity на уровне junior developer.
316,"Оптимизация приложения в Unity, программирование шейдеров и постпроцесс-эффектов"
317,Разработка AR-приложения с использованием маркерного и безмаркерного трекинга (ARKIt/ARCore)
318,Проектирование и разработка VR-приложения для мобильного и PC
319,Основные правила проектной разработки (Agile)
320,Принципы интеграции приложения с внешними электротехническими устройствами при помощи платформы Arduino
321,Принципы работы mocap-систем и их использование в построении VR-приложений
322,"Ведение совместной разработки, используя репозиторий Git"
323,"Создаю и верстаю сайты, подключаю домены и настраиваю хостинг"
324,"Провожу SEO-аудит, составляю семантическое ядро и оптимизирую структуру сайта. Учитываю фильтры и санкции поисковых систем"
325,"Работаю с веб-аналитикой: анализирую конкурентов, внедряю сквозную аналитику, умею настраивать Яндекс.Метрику, Google Analytics и Google Tag Manager"
326,"Умею работать с различными сайтами: визитками, интернет-магазинами, новостными ресурсами, маркетплейсами"
327,"Работаю с данными в Excel и Google Sheets, владею Screaming Frog и SimilarWeb"
328,"Проектирую медийные кампании, настраиваю контекст и работаю с рекламными кабинетами в MyTarget, Facebook, ВКонтакте"
329,"Умею удерживать пользователей: знаю принципы email- и контент-маркетинга, умею запускать рассылки и отрабатывать негатив"
330,"Работаю в Excel, Power BI"
331,Анализирую бизнес-процессы с помощью Python
332,Умею организовывать исследования: от гипотезы до анализа результатов
333,Умею работать с HR-метриками
334,"Визуализирую данные, создаю дашборды по HR-данным"
335,Опыт выступлений в соревнованиях по Data Mining (Kaggle)
336,Опыт построения моделей прогнозирования цен и спроса
337,"Опыт сегментации, кластеризации и классификации клиентской базы"
338,"Владение методами прикладной статистики, теории вероятностей"
339,Опыт построения скоринговых моделей
340,Опыт формирования отчетов анализа данных
341,Опыт построения рекомендательных систем
342,"Знание библиотек для машинного обучения (Scikit-learn, XGBoost, Vowpal Wabbit)"
343,Умение писать «чистый» код
344,Проверка продуктовых гипотез для роста ключевых метрик
345,Расчёт Unit-экономики
346,Расчёт и прогнозирование LTV
347,"Анализ данных о поведении пользователей (Google Analytics, Яндекс.Метрика, AppMetrica), сегментация, выявление паттернов"
348,Построение моделей и формирование гипотез для улучшения продукта и регулирования процессов
349,Проверка гипотезы и поиск точек роста с помощью A/B-тестов
350,Построение CJM
351,Оценка ёмкости рынка
352,SWOT-анализ
353,SQL
354,Python
355,Power BI
356,"Настраиваю маршрутизацию и коммутацию по протоколам OSPF, BGP, STP, FHRP на уровне middle-инженера"
357,"Проектирую распределенные отказоустойчивые сети, масштабирую их, использую технологию QoS"
358,Обеспечиваю безопасную и автоматизированную передачу данных
359,Автоматизирую рутинные действия администратора
360,"Знаю, как предотвращать и устранять неисправности в сети"
361,Уверенное знание TCP/IP
362,Знание Unix-подобных систем
363,Сопровождение и настройка MySQL
364,Веб-сервер nginx
365,Знание архитектуры frontend и backend
366,"Системы мониторинга: Cacti, Munin, Nagios, Zabbix"
367,Знание синтаксиса языка SQL
368,"Инструменты нагрузочного тестирования: Tsung, Siege"
369,Управление командой и работа со специалистами из смежных областей
370,Знание стандартов проектного менеджмента
371,"Владение методологиями разработки: Agile, Scrum, Kanban"
372,Умение работать с  чужим кодом
373,Навыки программирования на Java
374,Разработка клиент-серверных Android-приложений
375,Знание классических алгоритмов и структур данных
376,Работа в команде
377,Умение работать с GIT
378,Знание принципов ООП
379,Навыки общения с заказчиками и прохождения собеседований
380,"Навыки проектирования архитектуры, использования шаблонов проектирования и принципов Clean Architecture"
381,Решаю задачи бизнеса с помощью текста
382,Составляю стратегию контент-маркетинга
383,Определяю и понимаю целевую аудиторию
384,Создаю тексты для разных коммерческих форматов
385,Ставлю задачи верстальщикам и дизайнерам
386,Выстраиваю работу внутри команды
387,"Верстаю сайты с помощью HTML/CSS, использую фреймворк Bootstrap"
388,"Владею JavaScript, библиотеками Node.js, ReactJS"
389,"Владею PHP, фреймворком Laravel"
390,"Умею работать с базами данных, MySQL, MongoDB"
391,"Умею работать с ОС Linux, системой контроля версий Git"
392,"Умею писать «чистый» код, работать в команде"
393,Аналитическое мышление
394,"Навыки работы с большим потоком данных, структурирования данных и анализа закономерностей"
395,Понимание жизненного цикла разработки ПО
396,Навыки анализа требований и постановки ТЗ
397,Навыки описания бизнес-логики
398,Навыки ведения переговоров с заказчиком
399,Навыки оценки решений и рисков
400,"Методологии разработки Agile, Scrum, Kanban"
401,"Знание библиотеки ITIL, описывающей лучшие практики предоставления услуг в IT"
402,Методология Lean Six Sigma
403,Знание BABOK - профессионального стандарта по бизнес-анализу
404,Знание нотаций моделирования бизнес-процессов UML и Flowchart
405,Навыки составления документации по ГОСТ 34
406,Навыки работы с базами данных
407,Навыки программирования на Python
408,"Создание визуального, текстового и видео-контента для соцсетей (FB, Instagram, VK, Telegram, Одноклассники, Youtube, TikTok)"
409,Разработка инфоповодов
410,Создание рубрикаторов
411,Разработка стратегии продвижения в соцсетях
412,Формирование УТП и Tone-of-Voice
413,Настройка таргетированной рекламы
414,"Знание инструментов веб-аналитики (Яндекс.Метрика, Google Analytics, MyTarget)"
415,Получаю данные из разных источников с помощью SQL
416,"Анализирую базы данных, выявляю тенденции и закономерности между показателями"
417,Интерпретирую данные в понятной форме для бизнеса
418,Визуализирую данные в дашборды
419,Проектирую отчётность под заказчика
420,"Обрабатываю  данные из разных источников с помощью BI-инструментов: Power BI, Tableau"
421,Строю продвинутые отчёты и синхронизирую их с различными сервисами
422,Выбираю и подключаю BI-решения
423,Пользуюсь основным инструментом веб-дизайнера — Figma
424,Обрабатываю изображения и создаю графику в Adobe Photoshop
425,Работаю с ТЗ и брифом
426,"Интерпретирую дизайн-решения, используя знания об истории развития дизайна"
427,"Применяю основы типографики, композиции и колористики в своих работах"
428,Создаю адаптивные версии сайтов и лендингов под мобильные экраны
429,"Работа с ключевыми инструментами для исследования клиентского опыта: майндсеты, CJM, Service Design Blueprint"
430,Проектирование алгоритмов взаимодействия сервисных команд
431,"Обеспечение стандартов качества регистрации, классификации и высокой скорости отработки обращений"
432,Расчет и управление нагрузкой команды
433,Оценка качества работы поддержки
434,Подбор сотрудников и проведение первичного обучения
435,Повышение уровня компетенций и развитие сотрудников группы
436,Формирование и контроль актуальности внешних и внутренних баз знаний
437,Выстраивание онлайн-мониторинга инцидентов и поддержание ключевых операционных метрик
438,"Понимание работы алгоритмов, структур данных, сетей и операционных систем"
439,"Навыки проектирования архитектуры приложения. MVC, MVVM, VIPER"
440,"Работа с графикой и анимациями. Core Image, Core Animation"
441,"Сетевое взаимодействие приложения и сервера. Rest, JSON"
442,Навыки программирования на Swift и Objective-C
443,"Хранение данных. Realm, CoreData"
444,Командная работа по Agile и Scrum
445,Навыки успешного прохождения собеседований и общения с заказчиками
446,Навыки написания чистого кода
447,Знаю формы и особенности договорных отношений и защиты исключительных прав в IT
448,Понимаю способы цифровой трансформации бизнес-процессов и правового сопровождения
449,Знаю особенности государственного регулирования IT-компаний
450,Анализирую бизнес-задачи в IT с правовой точки зрения
451,Собираю и анализирую применимый правовой материал
452,Готовлю базовое правовое заключение по вопросу
453,Умею готовить предложения по корректировке законодательства
454,Составляю исковое заявление с корректной фактологической основой
455,Опыт разработки SMM-стратегии продвижения
456,Навыки привлечения и удержания активной аудитории и работа с негативом
457,"Умение создавать эффектный креатив и контент, который будут репостить и лайкать"
458,Умение использовать инфоповоды для эффективного продвижения
459,Опыт генерирования идеи для вирусного и ситуативного контента
460,Навыки продвижения публикации в самых популярных социальных сетях
461,"умею работать в Adobe illustrator, Adobe InDesign, Adobe Photoshop"
462,могу создать логотип и разработать фирменный стиль
463,могу подготовить буклет
464,Программирование на С
465,Понимание особенностей работы и применения операционных систем реального времени (RTOS)
466,Работа с вычислителями на основе архитектуры ARM
467,"Знание популярных коммуникационных интерфейсов (протокол TCP/IP, USB, Ethernet, LoRa, IP-адресация)"
468,Макетирование и прототипирование устройства на интегральных микросхемах
469,Работа с ОС Linux во встраиваемых системах
470,"Работа в средах разработки EasyEDA, STM32CubeMX, CLion"
471,"Аналитика, разработка идеи и сториборда"
472,"Композиционное видение, цветовые решения и связки"
473,Работа с проектом в Adobe After Effects
474,"3D-графика: моделирование, освещение, рендер и анимация"
475,Презентация собственных проектов и решений
476,Знание принципов анимации
477,Масштабирование проектов в рамках фирменного стиля
478,"Визуальные эффекты, симуляция"
479,Дизайн сайтов и мобильных приложений
480,Работа с распределённой командой
481,"Знание Tilda, Readymag и Photoshop"
482,Работа с зарубежными заказчиками
483,Разработка дизайн-концепции и логотипа
484,Ведение нескольких проектов
485,Оформление страниц в соцсетях
486,Управление распределённой дизайн-командой
487,Разработка концепции упаковки
488,Предпечатная подготовка
489,Разработка POS-материалов
490,Вёрстка в InDesign
491,Работа с типографикой
492,Создание Key Visual
493,Создание иллюстраций и пиктограмм
494,Создание презентации для демо
495,Создание графики в Adobe Photoshop и Illustrator
496,Приём цветочных поставок
497,Сборка букетов для невесты
498,Создание раскидистых букетов
499,Работа с клиентами
500,Уход за срезанными цветами и горшечными растениями
501,Сборка подарочных композиций в коробке на пене
502,Цветочный декор свадеб
503,Разработка цветочных рецептов
504,Создание букетов в спиральной технике
505,Сборка интерьерных композиций на сетке
506,Сборка свадебных инсталляций
507,Работа с системой учёта цветов
508,Сборка высоких свадебных композиций
509,Работа с онлайн-кассой
510,Проектирование чат-ботов в мессенджерах
